,funding_total_usd,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,is_successful,category
30524,1000000.0,USA,NY,New York City,New York,1,2007-12-08,2008-01-01,2008-01-01,0,E-Commerce
30525,840000.0,SGP,,Singapore,Singapore,1,2011-07-14,2015-04-15,2015-04-15,0,Entertainment
30526,8100000.0,USA,CA,SF Bay Area,San Francisco,2,2011-10-01,2011-10-01,2014-12-09,0,Marketplaces
30527,378812.0,DZA,12,DZA - Other,El Eulma,1,2009-07-01,2013-06-02,2013-06-02,0,E-Commerce
30528,1600000.0,USA,KS,KS - Other,Prairie Village,3,2010-10-10,2011-04-04,2011-11-04,0,Android
30529,39007789.0,USA,NY,New York City,New York,3,2004-03-01,2006-06-01,2008-11-25,1,Content
30530,50000.0,USA,KS,Kansas City,Kansas City,1,2011-08-01,2011-11-01,2011-11-01,0,Hospitality
30532,2200000.0,USA,CA,SF Bay Area,Palo Alto,2,2007-07-01,2008-03-01,2009-03-01,0,Art
30533,2100000.0,USA,LA,New Orleans,New Orleans,2,2009-01-01,2010-07-01,2013-02-27,0,Education
30534,150000.0,LTU,65,Vilnius,Vilnius,1,2013-08-10,2012-12-30,2012-12-30,0,Classifieds
30535,20000000.0,USA,CA,SF Bay Area,Santa Clara,2,2006-01-01,2001-02-20,2008-07-31,0,Analytics
30537,23808.0,,,,,1,2012-03-03,2012-03-03,2012-03-03,0,Advertising
30539,1600000.0,USA,NY,New York City,New York,1,2014-12-02,2015-10-27,2015-10-27,0,Apps
30540,1700000.0,USA,WA,Seattle,Seattle,1,2011-04-21,2012-07-26,2012-07-26,0,Advertising
30541,377901.0,,,,,1,2014-03-01,2014-07-01,2014-07-01,0,App Discovery
30542,120000.0,USA,CA,SF Bay Area,San Francisco,2,2014-01-01,2014-03-01,2014-12-01,0,Internet
30544,35000.0,SVK,2,Bratislava,Bratislava,1,2013-05-01,2015-03-01,2015-03-01,0,Curated Web
30545,2800000.0,USA,CA,SF Bay Area,Mountain View,2,2011-03-01,2011-11-03,2013-04-13,0,File Sharing
30547,10000000.0,USA,NY,New York City,Brooklyn,1,2009-04-28,2011-03-18,2011-03-18,0,Crowdfunding
30549,360000.0,USA,CO,Denver,Longmont,1,2014-01-01,2015-03-30,2015-03-30,0,Technology
30550,40000.0,CHL,12,Santiago,Santiago,2,2011-01-01,2012-11-28,2014-03-01,0,Games
30552,10000.0,USA,TX,Austin,Austin,1,2013-01-01,2013-12-15,2013-12-15,0,Creative
30553,500000.0,USA,CA,SF Bay Area,San Francisco,3,2012-07-01,2013-09-01,2014-05-02,0,Education
30554,297728.0,BGR,42,Sofia,Sofia,3,2013-03-01,2013-05-01,2014-06-01,0,Games
30555,10100000.0,USA,CA,SF Bay Area,Palo Alto,2,2012-01-01,2012-04-01,2013-11-14,0,EdTech
30557,170000.0,USA,MN,St. Cloud,Litchfield,1,2010-01-01,2012-05-10,2012-05-10,0,Education
30559,665000.0,URY,,Montevideo,Montevideo,3,2012-01-01,2012-01-12,2013-03-01,0,E-Commerce
30560,40000.0,SGP,,Singapore,Singapore,1,2012-01-01,2013-08-23,2013-08-23,0,Curated Web
30563,500000.0,JPN,40,Tokyo,Tokyo,1,2012-02-18,2014-05-29,2014-05-29,0,Photography
30564,27941.0,GBR,H9,City Of London,City Of London,1,2014-08-01,2015-05-01,2015-05-01,0,Android
30565,1550000.0,USA,MN,Minneapolis,Minneapolis,6,2010-01-01,2010-11-13,2015-08-31,0,Collaborative Consumption
30566,3225000.0,USA,CA,SF Bay Area,San Francisco,3,2008-01-01,2008-11-01,2011-02-25,0,Curated Web
30568,9540144.0,CAN,AB,Calgary,Calgary,2,2012-01-01,2014-10-08,2015-04-30,0,Digital Media
30569,200000.0,USA,NY,New York City,Brooklyn,1,2011-11-25,2009-04-01,2009-04-01,0,Education
30570,4700000.0,ISR,2,Netanya,Netanya,2,2008-01-01,2013-10-08,2015-12-03,0,Kids
30571,5550000.0,USA,FL,Miami,Miami,2,2012-11-01,2013-12-05,2015-04-20,1,Cloud Computing
30573,650000.0,USA,NY,New York City,New York,1,2011-12-01,2012-01-15,2012-01-15,0,Education
30574,20000.0,USA,KS,Kansas City,Lawrence,1,2011-01-01,2014-08-05,2014-08-05,0,Publishing
30575,115000.0,,,,,2,2015-03-01,2015-01-15,2015-07-01,0,Advertising
30577,262729.0,KOR,11,Seoul,Seoul,1,2012-04-26,2012-07-10,2012-07-10,0,Software
30579,150000.0,CAN,QC,Montreal,Montréal,1,2013-05-31,2014-03-31,2014-03-31,0,Education
30580,15000.0,USA,TN,Memphis,Memphis,1,2013-08-01,2013-07-15,2013-07-15,0,Kids
30581,325000.0,USA,SC,Myrtle Beach,Myrtle Beach,1,2012-01-01,2015-03-09,2015-03-09,0,Social Fundraising
30583,1200000.0,USA,GA,Atlanta,Atlanta,2,2013-01-01,2013-01-01,2013-01-01,0,Apps
30585,4209381.0,GBR,H9,London,London,1,2007-08-01,2007-10-14,2007-10-14,0,Curated Web
30587,3000000.0,USA,CA,Los Angeles,Los Angeles,1,2005-12-01,2008-01-28,2008-01-28,0,E-Commerce
30588,30000.0,DNK,18,Aarhus,Aarhus,1,2014-01-01,2015-10-06,2015-10-06,0,Marketplaces
30591,18400000.0,USA,CA,San Diego,San Diego,6,2006-01-01,2006-09-01,2011-12-14,1,Curated Web
30593,40000.0,USA,FL,Miami,Miami,1,2012-03-19,2012-06-27,2012-06-27,0,Consumer Electronics
30594,11200000.0,USA,CA,SF Bay Area,Mountain View,2,2012-01-01,2013-01-01,2014-05-20,0,Artificial Intelligence
30595,135905.0,DNK,17,Copenhagen,Copenhagen,1,2013-01-01,2013-12-01,2013-12-01,0,Mobile
30596,1800000.0,USA,PA,Philadelphia,Philadelphia,1,2007-01-01,2013-04-01,2013-04-01,1,SaaS
30597,20000000.0,USA,WA,Seattle,Seattle,1,2008-01-01,2010-10-28,2010-10-28,0,Android
30598,200000.0,JPN,40,Tokyo,Tokyo,1,2010-08-30,2010-08-01,2010-08-01,0,Messaging
30599,1500000.0,USA,AZ,Tucson,Tucson,1,2011-04-01,2012-03-01,2012-03-01,0,Android
30601,640113.0,BRA,2,Sao Paulo,São Paulo,1,2014-03-05,2014-03-10,2014-03-10,0,Apps
30602,745000.0,CAN,BC,Vancouver,Victoria,4,2011-01-01,2012-05-10,2013-11-29,0,E-Commerce
30604,19009963.0,USA,CA,SF Bay Area,San Francisco,7,2010-07-13,2010-10-28,2014-11-19,0,Advertising
30606,265000.0,USA,CA,Anaheim,Laguna Beach,1,2009-01-01,2010-01-01,2010-01-01,0,Adventure Travel
30607,120500000.0,CAN,ON,Toronto,Waterloo,5,2009-01-01,2010-01-01,2015-08-18,0,Messaging
30608,1346000.0,USA,MA,Boston,Boston,2,2006-01-01,2009-04-15,2009-08-14,0,Health and Wellness
30612,100000.0,KEN,5,Nairobi,Nairobi,1,2013-04-01,2013-11-15,2013-11-15,0,IaaS
30613,3150000.0,USA,WI,Milwaukee,Waukesha,2,2004-01-01,2010-08-06,2010-08-08,0,Clean Technology
30614,250000.0,,,,,1,2007-01-20,2007-01-01,2007-01-01,0,Blogging Platforms
30616,42450000.0,USA,CA,SF Bay Area,Santa Clara,5,2001-01-01,2004-01-18,2013-03-05,0,Semiconductors
30617,3224766.0,GBR,V2,Glasgow,Glasgow,1,2010-10-04,2014-10-29,2014-10-29,0,Business Services
30618,770000.0,USA,CA,SF Bay Area,San Francisco,1,2010-01-01,2010-08-01,2010-08-01,1,Mobile
30619,4914999.0,USA,TX,Austin,Austin,4,2007-01-01,2008-01-01,2014-04-22,0,Nonprofits
30621,1800000.0,USA,AZ,Phoenix,Phoenix,1,2010-01-01,2015-01-29,2015-01-29,0,Software
30622,40000.0,CHL,12,Santiago,Santiago,1,2011-01-01,2012-08-09,2012-08-09,0,Education
30623,321650.0,NLD,7,Amsterdam,Amsterdam,1,2008-08-01,2013-06-01,2013-06-01,0,Reviews and Recommendations
30624,70000.0,USA,OR,"Portland, Oregon",Beaverton,1,2012-06-01,2012-07-20,2012-07-20,0,Artificial Intelligence
30625,130420.0,USA,CA,SF Bay Area,Berkeley,2,2011-08-01,2013-08-01,2013-08-26,0,Algorithms
30630,630000.0,GBR,H9,London,London,1,2013-12-01,2014-10-01,2014-10-01,0,Chat
30632,27000000.0,USA,CA,Los Angeles,Santa Monica,2,2011-01-01,2013-01-01,2014-09-18,0,Internet
30633,300000.0,IND,19,Bangalore,Bangalore,1,2013-11-19,2013-11-25,2013-11-25,0,Investment Management
30635,1798750.0,ESP,56,Barcelona,Barcelona,2,2005-01-01,2007-03-07,2012-07-11,0,Software
30636,5460000.0,AUT,3,AUT - Other,Schwechat,1,2007-01-01,2007-08-27,2007-08-27,0,Software
30638,500000.0,USA,FL,Tallahassee,Tallahassee,1,2011-01-20,2012-09-28,2012-09-28,0,Consulting
30639,6925000.0,USA,CO,Denver,Boulder,6,2010-04-22,2012-02-21,2015-08-19,0,Apps
30640,1744141.12444152,,,,,3,2014-06-01,2014-09-01,2015-09-17,0,
30642,179999.0,USA,FL,Tampa,Tampa,1,2013-01-01,2014-09-02,2014-09-02,1,E-Commerce
30643,150000.0,ROM,13,Cluj-Napoca,Cluj-napoca,1,2006-06-20,2013-12-14,2013-12-14,0,Education
30644,1000000.0,USA,PA,Philadelphia,Exton,1,2014-01-01,2015-08-13,2015-08-13,0,Pharmaceuticals
30646,85569.0,COL,16,COL - Other,Garzón,2,2013-04-24,2014-05-21,2014-07-01,0,Apps
30647,5500000.0,USA,WA,Seattle,Seattle,1,2009-01-01,2015-03-09,2015-03-09,0,Biotechnology
30648,250000.0,USA,TN,Nashville,Nashville,1,2011-06-01,2013-04-14,2013-04-14,0,CRM
30649,12500.0,,,,,1,2011-01-01,2011-01-01,2011-01-01,0,Consumer Electronics
30650,2300000.0,USA,NY,New York City,New York,1,2010-01-01,2012-10-03,2012-10-03,0,Manufacturing
30651,500000.0,USA,NY,New York City,New York,1,2014-01-01,2015-01-28,2015-01-28,0,Internet
30654,6309755.0,USA,CA,SF Bay Area,San Francisco,2,2012-01-01,2012-11-19,2013-08-31,1,Biotechnology
30660,2600000.0,PRT,14,Porto,Porto,1,2007-01-01,2013-10-22,2013-10-22,0,Hardware + Software
30661,35886875.0,USA,CA,SF Bay Area,Emeryville,6,2001-01-01,2007-08-03,2015-07-24,0,Health Care
30662,39260.0,BEL,1,,,2,2013-02-14,2013-04-02,2013-04-13,0,Education
30663,1357041.0,IRL,7,Dublin,Dublin,2,2009-09-19,2010-03-01,2012-09-13,0,Content Creators
30664,300000.0,USA,MD,"Washington, D.C.",Bethesda,1,2011-01-01,2013-07-11,2013-07-11,0,Software
30666,27085039.0,USA,CA,SF Bay Area,South San Francisco,4,2010-01-01,2011-09-27,2014-02-26,0,Manufacturing
30667,11171910.0,USA,WA,Seattle,Seattle,7,2007-12-01,2010-01-07,2015-01-13,0,Biotechnology
30668,1850000.0,USA,CA,San Diego,San Diego,2,2009-05-01,2014-06-12,2015-03-13,0,Mobile
30672,49500000.0,USA,NY,New York City,New York,5,2011-10-01,2011-10-01,2015-07-21,0,Analytics
30675,114449379.0,USA,CA,SF Bay Area,Milpitas,12,2001-01-01,2001-05-16,2012-04-24,1,Mobile
30676,102149580.0,USA,NY,Buffalo,Buffalo,6,2004-01-01,2010-02-03,2015-05-20,0,Biotechnology
30677,43000000.0,GBR,H9,London,London,1,2003-08-01,2005-09-01,2005-09-01,1,Android
30678,150000.0,USA,MD,Baltimore,Baltimore,1,2012-01-01,2014-08-28,2014-08-28,0,Enterprise Resource Planning
30680,149000.0,USA,IL,Chicago,Chicago,1,2009-10-20,2013-12-05,2013-12-05,0,Media
30681,500000.0,GBR,H9,London,London,2,2008-11-08,2013-02-06,2015-04-15,0,Web Hosting
30682,10000000.0,USA,CA,SF Bay Area,Fremont,1,2008-08-01,2012-01-21,2012-01-21,0,Manufacturing
30684,181850000.0,CHN,30,Shenzhen,Shenzhen,4,1993-08-08,1998-05-01,2015-05-18,1,Enterprises
30688,3365000.0,USA,MO,St. Louis,St Louis,4,2009-01-01,2010-06-01,2014-02-06,0,Games
30690,500000.0,USA,NY,New York City,New York,1,2011-06-01,2012-03-26,2012-03-26,1,Software
30691,1503371.0,USA,IA,IA - Other,Clear Lake,4,1992-01-01,2012-06-06,2015-07-01,0,Software
30692,500000.0,USA,MD,Baltimore,Baltimore,1,2014-08-19,2014-12-02,2014-12-02,0,Location Based Services
30695,17000000.0,TWN,3,Taiwan,Taipei,2,2008-01-01,2009-11-01,2011-02-01,0,Games
30696,255000.0,USA,CA,Fresno,Clovis,1,1993-01-01,2010-01-20,2010-01-20,0,Hardware + Software
30697,7719600.0,GBR,E6,Tewkesbury,Tewkesbury,1,2001-01-01,2014-01-15,2014-01-15,0,Finance
30699,50000000.0,HKG,,Hong Kong,Hong Kong,1,1998-01-01,2013-11-25,2013-11-25,1,Software
30701,18600000.0,CHN,22,Beijing,Beijing,1,2010-11-01,2011-07-01,2011-07-01,0,Software
30703,50000.0,USA,TX,Austin,Austin,2,2003-12-11,2012-08-03,2014-11-19,0,Manufacturing
30704,437500.0,USA,WA,Seattle,Redmond,1,2008-01-01,2010-09-27,2010-09-27,0,Design
30705,881000.0,DEU,16,Berlin,Berlin,1,2006-01-01,2008-01-17,2008-01-17,0,Travel
30706,310000.0,USA,CA,SF Bay Area,Palo Alto,1,2010-06-01,2012-04-01,2012-04-01,0,iPhone
30707,995625.0,DEU,8,Frankfurt,Kaiserslautern,1,2008-09-04,2009-04-30,2009-04-30,0,Curated Web
30709,31500000.0,USA,NY,New York City,New York,4,2012-03-01,2012-11-01,2015-10-15,0,Advertising
30710,40000000.0,USA,TX,Austin,Austin,1,2003-01-01,2012-03-26,2012-03-26,0,Health Care
30713,12170000.0,USA,NY,New York City,New York,3,2012-03-27,2012-08-14,2014-12-11,0,Big Data
30714,7055.0,,,,,1,2015-08-01,2015-09-10,2015-09-10,0,Apps
30715,950000.0,USA,CA,SF Bay Area,San Francisco,2,2011-06-01,2011-05-01,2014-06-01,0,Health and Wellness
30716,50000.0,,,,,1,2014-11-01,2015-05-06,2015-05-06,0,Mobile Games
30718,900000.0,RUS,48,Moscow,Moscow,1,1998-01-01,2012-01-01,2012-01-01,0,Algorithms
30720,60000.0,ARE,3,Dubai,Dubai,2,2013-09-01,2013-09-01,2014-12-12,0,B2B
30721,17818000.0,USA,MA,Boston,Boston,4,2010-09-01,2011-03-15,2014-09-23,0,Enterprise Software
30723,405000.0,USA,NY,New York City,New York,1,2012-01-01,2015-10-21,2015-10-21,0,Education
30726,299320000.0,USA,TX,Houston,Pasadena,5,2007-01-01,2007-11-21,2013-10-21,1,Clean Technology
30727,68185844.1231072,FIN,13,Helsinki,Helsinki,5,2010-01-01,2010-01-01,2015-12-02,0,Advertising
30729,10000.0,USA,IL,Carthage,Carthage,1,2012-09-01,2012-06-01,2012-06-01,0,Consulting
30730,400000.0,FRA,A8,Paris,Paris,1,2011-03-11,2011-03-13,2011-03-13,0,Mobile
30731,663600.0,GTM,7,Guatemala City,Guatemala City,3,2012-11-01,2012-04-01,2013-02-01,0,Android
30734,7300000.0,USA,CA,SF Bay Area,San Francisco,3,2005-05-01,2005-11-01,2008-06-05,1,Advertising
30737,3200000.0,CAN,ON,Toronto,Toronto,2,2012-01-01,2013-09-25,2015-03-11,0,Career Management
30739,540760.0,USA,FL,"Naples, Florida",Bonita Springs,1,2005-01-01,2012-09-12,2012-09-12,0,Biotechnology
30740,200000.0,CHE,23,CHE - Other,Renens,1,2012-07-01,2012-07-01,2012-07-01,0,Employer Benefits Programs
30743,105000.0,USA,TX,Lubbock,Lubbock,1,2012-01-01,2013-10-07,2013-10-07,0,Health and Wellness
30745,355000.0,CMR,,,,2,2013-01-01,2014-06-16,2015-05-12,0,Games
30746,26830000.0,USA,NJ,Newark,New Providence,3,2001-01-01,2006-03-06,2012-05-30,0,Public Relations
30747,150000.0,USA,NY,New York City,New York,1,2012-01-01,2012-01-01,2012-01-01,0,Content
30748,1500000.0,USA,NY,New York City,Brooklyn,1,2012-01-01,2015-05-06,2015-05-06,0,Cloud Computing
30749,770000.0,USA,CA,SF Bay Area,San Francisco,2,2011-02-01,2011-03-01,2011-06-03,0,Mobile
30750,50000.0,,,,,1,2013-10-01,2014-01-15,2014-01-15,1,Online Dating
30751,10800000.0,USA,CA,SF Bay Area,San Francisco,3,2008-05-01,2008-05-13,2013-07-18,0,Analytics
30752,994490.0,FRA,A8,Paris,Paris,1,2009-09-15,2009-06-03,2009-06-03,0,Crowdfunding
30754,881500.0,DEU,4,Hamburg,Hamburg,2,2007-02-01,2007-09-01,2008-02-01,0,Online Dating
30758,20000000.0,CZE,52,Prague,Prague,2,2008-01-01,2008-04-18,2008-05-08,1,Games
30761,17000000.0,CAN,NL,St. John's,St. John's,2,2004-01-23,2013-11-13,2014-04-28,1,Curated Web
30763,22470400.0,USA,DC,"Washington, D.C.",Washington,3,2011-03-01,2012-10-01,2015-01-12,0,Enterprise Software
30764,1800000.0,DEU,16,Berlin,Berlin,1,2013-08-01,2015-01-22,2015-01-22,0,Apps
30765,1400000.0,USA,WA,Seattle,Seattle,3,2013-01-01,2015-03-18,2015-07-16,0,Cooking
30768,19500000.0,USA,NY,New York City,New York,4,2012-03-01,2012-06-27,2014-03-31,0,Hospitality
30769,750000.0,USA,IL,Chicago,Chicago,2,2012-01-01,2014-06-11,2015-08-20,0,E-Commerce
30772,400000.0,GBR,H9,London,London,1,2014-01-23,2013-06-01,2013-06-01,0,3D Printing
30773,85250000.0,USA,CA,Los Angeles,Los Angeles,4,2009-01-01,2011-03-09,2014-04-28,1,Biotechnology
30775,25000.0,,,,,1,2013-01-01,2013-12-24,2013-12-24,0,Local Businesses
30776,4000000.0,USA,FL,Tampa,Tampa,1,2011-12-01,2015-04-20,2015-04-20,0,Data Integration
30777,200000.0,USA,CA,SF Bay Area,Santa Clara,1,2003-10-01,2010-01-04,2010-01-04,1,Analytics
30778,50000.0,USA,CA,SF Bay Area,Santa Clara,3,2012-01-01,2013-04-24,2015-01-20,0,Android
30779,500000.0,HKG,,Hong Kong,Hong Kong,1,2012-01-01,2013-01-01,2013-01-01,0,Analytics
30780,75000.0,USA,CA,Los Angeles,Santa Monica,1,2013-07-01,2013-07-31,2013-07-31,0,E-Commerce
30781,750000.0,ISR,5,Tel Aviv,Herzliya,2,2011-10-01,2013-05-01,2014-07-21,1,Analytics
30782,4725966.0,IRL,7,Dublin,Dublin,3,2012-11-01,2012-11-01,2014-08-11,0,Fitness
30783,75000.0,USA,NY,New York City,Forest Hills,1,2013-01-01,2014-05-01,2014-05-01,0,E-Commerce
30784,80000.0,USA,CA,SF Bay Area,Sausalito,1,2010-01-10,2010-02-01,2010-02-01,0,E-Commerce
30786,6459900.0,USA,MA,Boston,Maynard,4,2012-01-01,2012-03-03,2014-08-14,0,E-Commerce
30787,1000000.0,USA,NY,"Albany, New York",Clifton Park,1,1998-01-01,2013-10-29,2013-10-29,0,Software
30788,539429.193650066,,,,,1,2011-01-01,2015-11-09,2015-11-09,0,Apps
30789,9000000.0,USA,CA,SF Bay Area,San Francisco,3,2005-03-01,2010-08-12,2013-12-16,0,Finance
30790,11600000.0,USA,MA,Boston,North Reading,2,2003-01-01,2003-01-01,2006-05-24,1,Hardware
30792,25000.0,USA,CT,Hartford,Glastonbury,1,2010-01-01,2009-10-31,2009-10-31,0,Beauty
30794,2000000.0,SWE,26,Stockholm,Stockholm,1,2011-01-01,2012-11-09,2012-11-09,0,Curated Web
30796,1022228.0,,,,,2,2011-03-01,2012-03-01,2013-03-03,0,Application Platforms
30797,600000.0,,,,,1,2011-01-27,2012-10-15,2012-10-15,0,Hardware + Software
30798,400000.0,ITA,16,Pisa,Pisa,2,2011-07-13,2011-04-01,2013-06-01,0,Android
30801,1015912.0,CAN,ON,Toronto,Richmond Hill,1,2009-06-01,2009-06-01,2009-06-01,0,Productivity Software
30802,7000000.0,USA,CA,SF Bay Area,Mountain View,3,2011-01-01,2011-10-11,2014-12-01,0,Art
30803,21000000.0,USA,CA,SF Bay Area,Palo Alto,2,2011-08-01,2013-07-29,2014-08-06,0,Android
30804,4364112.0,DEU,16,Berlin,Berlin,2,2012-02-01,2013-10-21,2015-03-27,0,Cloud Computing
30806,2545180.0,CAN,ON,Toronto,Toronto,2,2013-05-20,2014-04-01,2015-09-08,0,Artificial Intelligence
30807,9000000.0,CHN,22,Beijing,Beijing,1,2011-01-01,2013-07-01,2013-07-01,0,Photography
30809,1500000.0,MEX,4,MEX - Other,Estado De México,2,2013-01-01,2014-03-15,2014-04-27,1,Credit
30811,1267155.0,KOR,11,Seoul,Seoul,1,2009-08-01,2010-08-01,2010-08-01,0,Mobile
30812,50000.0,IND,9,Ahmedabad,Ahmadabad,1,2009-05-05,2014-09-10,2014-09-10,0,Software
30813,50000.0,USA,NY,New York City,New York,1,2014-03-01,2014-03-25,2014-03-25,0,E-Commerce
30814,4700047.0,USA,DC,"Washington, D.C.",Washington,4,2009-01-01,2011-07-22,2015-09-09,0,Software
30815,130000.0,FRA,A8,FRA - Other,Serris,1,2013-01-01,2013-06-01,2013-06-01,0,Web Hosting
30816,1000000.0,USA,CA,Los Angeles,Toluca Lake,2,2014-02-01,2014-02-02,2014-07-29,1,Advertising
30817,19000000.0,USA,CA,SF Bay Area,San Francisco,2,2007-01-01,2008-11-18,2011-08-03,0,Games
30818,180000.0,USA,SC,Greenville - Spartanburg,Pendleton,2,2005-01-01,2012-05-23,2014-12-08,0,Biotechnology
30819,10000000.0,USA,CA,San Diego,San Diego,1,2003-01-01,2005-08-01,2005-08-01,0,Web Hosting
30820,500000.0,USA,CA,SF Bay Area,Berkeley,2,2012-01-01,2013-11-21,2014-09-01,0,EdTech
30821,100000.0,IND,16,Nagpur,Nagpur,1,2011-01-01,2015-09-04,2015-09-04,0,Health Care
30822,341280.0,FRA,B9,Lyon,Lyon,1,2009-03-25,2009-06-01,2009-06-01,0,Computers
30823,770000.0,,,,,1,2013-01-01,2013-10-10,2013-10-10,0,Games
30825,104000000.0,TWN,3,Taiwan,Taipei,1,2004-10-01,2014-08-27,2014-08-27,0,Cloud-Based Music
30826,9300000.0,SGP,,Singapore,Singapore,1,2012-01-01,2013-07-19,2013-07-19,0,Games
30829,650000.0,GBR,H9,London,London,1,2009-11-25,2013-11-18,2013-11-18,0,Big Data
30830,2500000.0,USA,NY,New York City,New York,2,2013-03-01,2014-09-25,2015-01-31,0,Apps
30832,2487070.0,GBR,H9,London,London,3,2014-12-10,2015-04-22,2015-09-05,0,Personal Health
30833,282074000.0,,,,,6,2005-02-11,2005-01-01,2014-03-14,0,Credit
30836,150000.0,USA,NY,New York City,New York,1,2008-07-10,2007-12-13,2007-12-13,0,Content
30837,1500000.0,USA,MA,Boston,Boston,1,2012-01-01,2015-08-26,2015-08-26,0,Software
30838,15718378.0,USA,TX,Austin,Austin,8,2008-01-01,2009-06-08,2012-06-21,0,Clean Technology
30839,140000.0,USA,NC,Charlotte,Charlotte,1,2015-06-03,2014-12-02,2014-12-02,0,Law Enforcement
30840,13330000.0,FRA,A8,Le Plessis-robinson,Le Plessis-robinson,1,1994-01-01,2005-10-10,2005-10-10,0,Travel
30844,2100000.0,USA,MA,Boston,Boston,1,2012-01-01,2015-06-15,2015-06-15,0,Software
30848,450000.0,IND,7,Delhi,Delhi,2,2014-11-10,2015-05-08,2015-11-26,0,Education
30852,1830000.0,USA,CA,SF Bay Area,San Francisco,4,2002-01-01,2011-09-01,2013-12-31,0,Finance
30853,1200000.0,USA,CA,Los Angeles,Los Angeles,1,2006-01-01,2008-01-01,2008-01-01,0,Internet
30854,500000.0,USA,CA,Los Angeles,Los Angeles,1,2010-01-01,2011-01-01,2011-01-01,0,Advertising
30856,300000.0,USA,FL,Miami,Miami,1,2014-02-15,2014-07-15,2014-07-15,0,iOS
30857,2816143.0,ESP,29,Madrid,Madrid,2,2012-01-01,2015-02-02,2015-07-08,0,Internet
30858,2051813.0,ITA,9,Milan,Milan,2,2009-05-01,2013-07-23,2014-10-20,0,Retail
30860,1000000.0,USA,CA,SF Bay Area,Alamo,1,2013-01-01,2014-04-01,2014-04-01,0,Construction
30861,644000.0,SGP,,Singapore,Singapore,3,2011-07-11,2012-05-08,2014-02-03,0,Cloud Computing
30864,10000000.0,USA,CA,SF Bay Area,Palo Alto,2,2012-01-01,2011-09-20,2011-11-18,0,Mobile
30865,500000.0,USA,CA,SF Bay Area,Palo Alto,2,2011-01-01,2013-09-06,2015-02-20,0,E-Commerce
30866,900000.0,GBR,H9,London,London,1,2015-01-09,2015-11-17,2015-11-17,0,Enterprise Application
30867,7745454.0,CAN,ON,Ottawa,Ottawa,2,2001-01-01,2014-02-16,2015-02-25,0,Analytics
30870,2075000.0,USA,FL,"Naples, Florida",Naples,1,2013-01-01,2014-04-07,2014-04-07,0,Group Email
30871,8700000.0,USA,WA,Seattle,Seattle,1,2000-01-01,2005-06-03,2005-06-03,0,Software
30872,625000.0,ESP,27,Logrono,Logroño,1,2011-11-15,2014-10-01,2014-10-01,0,Clean Technology
30873,50000.0,GBR,,,,1,2013-08-01,2013-09-24,2013-09-24,0,Media
30874,585180.74469529,FRA,B9,FRA - Other,Annecy-le-vieux,1,2014-01-01,2015-09-15,2015-09-15,0,Watch
30875,19100000.0,CAN,ON,Ottawa,Ottawa,2,2001-01-01,2003-01-10,2005-05-13,0,Software
30878,720000.0,GBR,I6,London,Milton Keynes,1,2011-06-01,2013-10-19,2013-10-19,0,Sales and Marketing
30879,208069.0,,,,,1,2013-06-06,2014-04-01,2014-04-01,0,College Recruiting
30880,1496500.0,USA,NY,New York City,New York,5,2012-07-01,2011-10-13,2014-03-01,0,Apps
30881,6500000.0,HKG,,,,2,2014-09-01,2015-06-01,2015-10-15,0,Internet
30882,1500000.0,USA,CA,Los Angeles,Los Angeles,1,2013-04-23,2013-04-23,2013-04-23,0,Cloud Computing
30883,30000.0,,,,,1,2011-05-15,2011-05-15,2011-05-15,0,Auctions
30887,1300000.0,USA,CA,SF Bay Area,Berkeley,2,2011-12-01,2011-10-26,2013-01-01,0,Cloud Data Services
30888,2000000.0,USA,TX,Dallas,Frisco,1,2009-12-01,2012-06-17,2012-06-17,0,Enterprise Software
30889,40000000.0,USA,CA,SF Bay Area,San Francisco,10,2008-08-01,2009-07-01,2013-08-23,1,Analytics
30890,635000.0,USA,VA,"Washington, D.C.",Fairfax,1,2014-01-01,2015-09-04,2015-09-04,0,Broadcasting
30892,1400000.0,,,,,2,2015-04-15,2015-04-01,2015-05-01,0,Business Intelligence
30893,1000000.0,USA,NY,New York City,New York,1,2008-01-01,2008-01-01,2008-01-01,1,Collaboration
30894,2100000.0,USA,CA,Los Angeles,Santa Monica,3,2011-08-30,2013-01-05,2014-03-13,0,Mobile
30895,130032.0,USA,MA,Boston,Chelmsford,1,2011-01-01,2012-01-11,2012-01-11,0,Photography
30896,17500000.0,USA,IL,Carthage,Carthage,1,1962-01-01,2015-02-24,2015-02-24,0,E-Commerce
30897,11000000.0,USA,CO,Denver,Boulder,2,1994-01-01,2015-10-15,2015-11-03,0,Delivery
30898,10000000.0,CHN,22,Beijing,Beijing,1,2010-01-01,2014-02-19,2014-02-19,0,Enterprise Software
30902,29000000.0,SWE,26,Stockholm,Stockholm,2,2013-04-01,2014-09-04,2015-02-03,0,Finance
30903,6500000.0,USA,NY,New York City,New York,3,2007-01-01,2009-03-31,2011-12-16,0,Health and Wellness
30904,482000.0,CAN,ON,Toronto,Toronto,2,2004-01-01,2008-12-08,2010-01-05,1,Software
30906,6000000.0,USA,CA,SF Bay Area,San Francisco,1,2012-08-01,2014-09-23,2014-09-23,0,Game
